Row_ID,CPSE_Name,Material_Code_CPSE,Material_Description_Raw,Specification_Raw,Unit_Of_Measurement,Existing_Classification_Code,Plant_Location,Annual_Procured_Qty,Avg_Unit_Price_INR,Vendor_Name,GroundTruth_Material_Cluster_ID,GroundTruth_Standard_Material_Name,GroundTruth_Common_National_Material_Code
186,ONGC,ONG-903265,TURBINE BLADE STEAM TURBINE LP STAGE (LP STAGE TURBINE BLADE),LP STAGE TURBINE BLADE,EACH,CLS-1550,Mumbai High Offshore,128,38395.31,Vendor-203,CLU-0049,Turbine Blade Steam Turbine LP Stage,NMC-100049
187,ONGC,ONG-643878,CONT MINER CUTT BIT CM CUTTING BIT TUNGSTEN CARBIDE,CM CUTTING BIT TUNGSTEN CARBIDE,NOS,CLS-8837,Mumbai High Offshore,292,561.28,Vendor-778,CLU-0045,Continuous Miner Cutting Bit Carbide Tip,NMC-100045
188,CIL,CIL-627290,INDUSTRIAL GEAR OIL ISO VG 220 210L DRUM - GEAR OIL ISO VG 220 DRUM 210 LITRE,GEAR OIL ISO VG 220 DRUM 210 LITRE,L,CLS-5982,SECL Bilaspur,430,181.04,Vendor-256,CLU-0041,Industrial Gear Oil ISO VG 220 210L Drum,NMC-100041
189,ONGC,ONG-883790,5HP SUBM DEWATERING PUMP SUBMERSIBLE DEWATERING PUMP 5HP,5HP SUBM DEWATERING PUMP,PCS,CLS-9837,Ankleshwar Asset,94,32027.82,Vendor-905,CLU-0024,Submersible Dewatering Pump 5HP,NMC-100024
190,HPCL,HPC-803787,LEVEL TRAN RADAR TYPE RADAR TYPE LT 4-20MA HART,RADAR TYPE LT 4-20MA HART,EA,CLS-3621,Mumbai Refinery,191,81046.88,Vendor-867,CLU-0038,Level Transmitter Radar Type 4-20mA,NMC-100038
191,CIL,CIL-814919,NITRILE RUBBER O-RING 50X3MM (O RING 50MM ID X 3MM NITRILE),O RING 50MM ID X 3MM NITRILE,EACH,CLS-7267,SECL Bilaspur,92,18.75,Vendor-724,CLU-0023,Nitrile Rubber O-Ring 50x3mm,NMC-100023
192,ONGC,ONG-700383,CRUSHER JAW PLATE MANGANESE STEEL - JAW PLATE CRUSHER HIGH MANGANESE STEEL,JAW PLATE CRUSHER HIGH MANGANESE STEEL,EA,CLS-6139,Rajahmundry Asset,61,20723.53,Vendor-551,CLU-0044,Crusher Jaw Plate Manganese Steel,NMC-100044
193,CIL,CIL-929538,MECHANICAL FACE SEAL CARTRIDGE TYPE 75MM - CART. SEAL 75MM SIC/SIC,CART. SEAL 75MM SIC/SIC,EA,CLS-9444,SECL Bilaspur,458,13173.37,Vendor-417,CLU-0037,Mechanical Face Seal Cartridge Type 75mm,NMC-100037
194,SAIL,SAIL-203225,NITR RUBB O-RI 50X3 O RING 50MM ID X 3MM NITRILE,O RING 50MM ID X 3MM NITRILE,NO,CLS-3725,Bokaro Steel Plant,365,53.63,Vendor-554,CLU-0023,Nitrile Rubber O-Ring 50x3mm,NMC-100023
195,CIL,CIL-332311,PLUG VALVE PTFE LINED 3 INCH (3IN PTFE LINED PLUG VLV),3IN PTFE LINED PLUG VLV,EACH,CLS-9543,MCL Sambalpur,27,28726.59,Vendor-987,CLU-0028,Plug Valve PTFE Lined 3 Inch,NMC-100028
196,SAIL,SAIL-970068,TIMI BELT HTD 8M TIMING BELT HTD 8M WIDTH 30MM,TIMING BELT HTD 8M WIDTH 30MM,PCS,CLS-8685,Rourkela Steel Plant,361,1763.55,Vendor-877,CLU-0035,Timing Belt HTD 8M 30mm Width,NMC-100035
197,SAIL,SAIL-855855,REDU CONC CARB STEEL 6X4IN CS CONC REDUCER,6X4IN CS CONC REDUCER,EACH,CLS-7779,Bhilai Steel Plant,225,1567.64,Vendor-333,CLU-0029,Reducer Concentric Carbon Steel 6x4 Inch,NMC-100029
198,BPCL,BPC-582087,BLIND FLANGE CARBON STEEL 8 INCH CLASS 150 (8IN 150# CS BLIND FLG),8IN 150# CS BLIND FLG,EA,CLS-7626,Mumbai Refinery,446,2595.71,Vendor-539,CLU-0031,Blind Flange Carbon Steel 8 Inch Class 150,NMC-100031
199,SAIL,SAIL-139286,LADLE REFRACTORY LINING BRICK MGO-C - MGO-C BRICK FOR LADLE LINING,MGO-C BRICK FOR LADLE LINING,PCS,CLS-6489,Bhilai Steel Plant,157,640.78,Vendor-209,CLU-0046,Ladle Refractory Lining Brick MgO-C,NMC-100046
200,ONGC,ONG-796101,E7018 3.15MM ELECTRODE WELDING ELECTRODE E7018 3.15MM,E7018 3.15MM ELECTRODE,KILOGRAM,CLS-4848,Rajahmundry Asset,322,333.8,Vendor-938,CLU-0011,Welding Electrode E7018 3.15mm,NMC-100011
201,CIL,CIL-585494,TURB BLADE STEAM TURB LP STAGE TURBINE BLADE,LP STAGE TURBINE BLADE,PCS,CLS-7214,MCL Sambalpur,373,60388.95,Vendor-644,CLU-0049,Turbine Blade Steam Turbine LP Stage,NMC-100049
202,ONGC,ONG-277735,CONVEYOR BELT RUBBER 1200MM WIDTH EP200,-,MET,CLS-3390,Mumbai High Offshore,18,1742.04,Vendor-604,CLU-0062,Conveyor Belt Rubber 1200mm Width EP200,NMC-100062
203,NTPC,NTPC-127537,ANTI-CORROSION EPOXY COATING 20L DRUM,-,LTR,CLS-6315,Vindhyachal STPS,23,577.11,Vendor-711,CLU-0060,Anti-Corrosion Epoxy Coating 20L Drum,NMC-100060
204,SAIL,SAIL-438977,DG SET AIR FILTER ELEMENT DIESEL GENERATOR AIR FILTER ELEMENT,DG SET AIR FILTER ELEMENT,PCS,CLS-1018,Bhilai Steel Plant,400,1246.68,Vendor-626,CLU-0020,Diesel Generator Air Filter Element,NMC-100020
205,CPCL,CPCL-555884,SEAM PIPE CARB STEEL DN150 SCH40 CS SMLS,DN150 SCH40 CS SMLS,MTRS,CLS-5315,Manali Refinery,237,2012.98,Vendor-839,CLU-0004,Seamless Pipe Carbon Steel Sch 40 6 Inch,NMC-100004
206,CPCL,CPCL-301255,EXCAVATOR BUCKET TEETH TUNGSTEN CARBIDE - WC EXCAVATOR BUCKET TEETH,WC EXCAVATOR BUCKET TEETH,NOS,CLS-7502,Cauvery Basin Refinery,422,3417.76,Vendor-914,CLU-0053,Excavator Bucket Teeth Tungsten Carbide,NMC-100053
207,NTPC,NTPC-114594,INDU GRADE NUT BOLT 20MM X 80MM SS316 NUT BOLT,20MM X 80MM SS316 NUT BOLT,SETS,CLS-5295,Ramagundam STPS,279,107.19,Vendor-477,CLU-0025,Industrial Grade Nut Bolt Set M20x80 SS316,NMC-100025
208,IOCL,IOC-287143,STEAM TURBINE BLADE LOW PRESSURE STAGE TURBINE BLADE STEAM TURBINE LP STAGE,STEAM TURBINE BLADE LOW PRESSURE STAGE,EA,CLS-4648,Haldia Refinery,206,59374.77,Vendor-845,CLU-0049,Turbine Blade Steam Turbine LP Stage,NMC-100049
209,HPCL,HPC-892630,LADLE REFRACTORY LINING BRICK MGO-C (MGO-C BRICK FOR LADLE LINING),MGO-C BRICK FOR LADLE LINING,NOS,CLS-2465,Mumbai Refinery,169,471.25,Vendor-160,CLU-0046,Ladle Refractory Lining Brick MgO-C,NMC-100046
210,HPCL,HPC-114768,CCM CU MOULD PLATE ASSEMBLY CONTINUOUS CASTING MOULD COPPER PLATE,CCM CU MOULD PLATE ASSEMBLY,NOS,CLS-4164,Mumbai Refinery,409,130154.12,Vendor-790,CLU-0047,Continuous Casting Mould Copper Plate,NMC-100047
211,CIL,CIL-569945,CHAIN LINK FENCING GI 6FT HEIGHT (CHAIN LINK FENCE GI 6 FEET HT 4MM WIRE),CHAIN LINK FENCE GI 6 FEET HT 4MM WIRE,MET,CLS-4986,SECL Bilaspur,52,259.44,Vendor-514,CLU-0016,Chain Link Fencing GI 6ft Height,NMC-100016
212,IOCL,IOC-378258,GLOBE VALVE FORG STEEL DN40 PN135 FS GLOBE,DN40 PN135 FS GLOBE,NOS,CLS-2862,Panipat Refinery,69,14900.62,Vendor-638,CLU-0027,Globe Valve Forged Steel 1.5 Inch Class 800,NMC-100027
213,IOCL,IOC-447235,BUTTERFLY VALVE CAST IRON 8 INCH WAFER TYPE (DN200 WAFER CI BUTTERFLY VLV),DN200 WAFER CI BUTTERFLY VLV,EACH,CLS-3925,Panipat Refinery,64,18278.54,Vendor-367,CLU-0010,Butterfly Valve Cast Iron 8 Inch Wafer Type,NMC-100010
214,BPCL,BPC-186023,EXPLOSION PROOF LED FLOOD LIGHT 100W,-,EA,CLS-3527,Kochi Refinery,10,5900.0,Vendor-902,CLU-0057,Explosion Proof LED Flood Light 100W,NMC-100057
215,SAIL,SAIL-837954,ELECTROSTATIC PRECIPITATOR COLLECTING ELECTRODE PLATE - COLLECTING ELECTRODE PLATE FOR ESP,COLLECTING ELECTRODE PLATE FOR ESP,EACH,CLS-6269,Bhilai Steel Plant,208,7533.2,Vendor-665,CLU-0051,Electrostatic Precipitator Collecting Electrode Plate,NMC-100051
216,NTPC,NTPC-956375,ROLL CHAIN 16B-1 SIMP ROLLER CHAIN TYPE 16B-1,ROLLER CHAIN TYPE 16B-1,M,CLS-7797,Ramagundam STPS,457,509.75,Vendor-127,CLU-0034,Roller Chain 16B-1 Simplex,NMC-100034
217,IOCL,IOC-555791,LONGWALL SHEARER CUTTING PICK TUNGSTEN CARBIDE,-,NOS,CLS-2260,Gujarat Refinery,27,639.8,Vendor-901,CLU-0063,Longwall Shearer Cutting Pick Tungsten Carbide,NMC-100063
218,CPCL,CPCL-540226,ELBOW 90 DEGREE CARBON STEEL 4 INCH SCH40 - 4IN 90DEG CS SCH40 ELBOW,4IN 90DEG CS SCH40 ELBOW,NO,CLS-6314,Cauvery Basin Refinery,179,704.63,Vendor-419,CLU-0030,Elbow 90 Degree Carbon Steel 4 Inch Sch40,NMC-100030
219,BPCL,BPC-584106,CHAIN ROLLER 16B SIMPLEX PITCH 25.4MM ROLLER CHAIN 16B-1 SIMPLEX,CHAIN ROLLER 16B SIMPLEX PITCH 25.4MM,MET,CLS-7859,Kochi Refinery,403,529.12,Vendor-640,CLU-0034,Roller Chain 16B-1 Simplex,NMC-100034
220,SAIL,SAIL-202365,LONGWALL ROOF SUPPORT HYDRAULIC PROP,-,NO,CLS-2100,Rourkela Steel Plant,47,163611.59,Vendor-426,CLU-0079,Longwall Roof Support Hydraulic Prop,NMC-100079
221,SAIL,SAIL-400850,WELD ELEC E7018 3.15 ELECT E7018 3.15 MM LOW HYDROGEN,ELECT E7018 3.15 MM LOW HYDROGEN,KGS,CLS-6279,Bhilai Steel Plant,225,446.44,Vendor-721,CLU-0011,Welding Electrode E7018 3.15mm,NMC-100011
222,CIL,CIL-716113,SUBMERSIBLE DEWATERING PUMP 5HP (5HP SUBM DEWATERING PUMP),5HP SUBM DEWATERING PUMP,PCS,CLS-5097,NCL Singrauli,332,58671.02,Vendor-806,CLU-0024,Submersible Dewatering Pump 5HP,NMC-100024
223,ONGC,ONG-607868,RUBBER EXPANSION JOINT 8 INCH FLANGED (EXPANSION JOINT RUBBER 8 INCH FLANGED),EXPANSION JOINT RUBBER 8 INCH FLANGED,EACH,CLS-7180,Ankleshwar Asset,175,12174.93,Vendor-656,CLU-0022,Rubber Expansion Joint 8 Inch Flanged,NMC-100022
224,CPCL,CPCL-468154,BLIND FLANGE CARBON STEEL 8 INCH CLASS 150 - 8IN 150# CS BLIND FLG,8IN 150# CS BLIND FLG,PCS,CLS-4232,Manali Refinery,125,1859.82,Vendor-362,CLU-0031,Blind Flange Carbon Steel 8 Inch Class 150,NMC-100031
225,BPCL,BPC-196781,"VBELT TYPE A LENGTH 63"" V-BELT A SECTION 63 INCH","VBELT TYPE A LENGTH 63""",EA,CLS-6464,Kochi Refinery,429,246.84,Vendor-103,CLU-0008,V-Belt A Section 63 Inch,NMC-100008
226,ONGC,ONG-258189,STUDDED BOLT WITH 2 NUTS B7 M24X180 (24MM X 180MM B7 STUD SET),24MM X 180MM B7 STUD SET,ST,CLS-6626,Mumbai High Offshore,235,251.75,Vendor-957,CLU-0032,Studded Bolt with 2 Nuts B7 M24x180,NMC-100032
227,BPCL,BPC-943718,DEWATERING PUMP SUBMERSIBLE 5HP SUBMERSIBLE DEWATERING PUMP 5HP,DEWATERING PUMP SUBMERSIBLE 5HP,EA,CLS-3588,Kochi Refinery,466,35067.11,Vendor-659,CLU-0024,Submersible Dewatering Pump 5HP,NMC-100024
228,BPCL,BPC-831380,"8"" RUBBER EXPANSION JOINT FLANGE TYPE RUBBER EXPANSION JOINT 8 INCH FLANGED","8"" RUBBER EXPANSION JOINT FLANGE TYPE",NOS,CLS-7730,Mumbai Refinery,297,9978.62,Vendor-976,CLU-0022,Rubber Expansion Joint 8 Inch Flanged,NMC-100022
229,BPCL,BPC-536196,REDUCER CONCENTRIC CARBON STEEL 6X4 INCH (DN150XDN100 CS RED CONC),DN150XDN100 CS RED CONC,NO,CLS-5176,Mumbai Refinery,165,1525.5,Vendor-781,CLU-0029,Reducer Concentric Carbon Steel 6x4 Inch,NMC-100029
230,ONGC,ONG-877236,V BELT A-63 SECTION V-BELT A SECTION 63 INCH,V BELT A-63 SECTION,NOS,CLS-1158,Ankleshwar Asset,287,396.98,Vendor-674,CLU-0008,V-Belt A Section 63 Inch,NMC-100008
231,ONGC,ONG-620306,LEVEL TX RADAR 4-20 MA OUTPUT LEVEL TRANSMITTER RADAR TYPE 4-20MA,LEVEL TX RADAR 4-20 MA OUTPUT,NOS,CLS-9507,Rajahmundry Asset,259,69387.75,Vendor-916,CLU-0038,Level Transmitter Radar Type 4-20mA,NMC-100038
232,IOCL,IOC-979414,CIRCUIT BREAKER VACUUM TYPE 11KV INDOOR (11KV VCB INDOOR TYPE),11KV VCB INDOOR TYPE,NOS,CLS-7499,Panipat Refinery,179,301292.19,Vendor-728,CLU-0055,Circuit Breaker Vacuum Type 11kV Indoor,NMC-100055
233,HPCL,HPC-540869,WELDING ELECTRODE E7018 3.15MM - 3.15 MM E-7018 ELECTRODE,3.15 MM E-7018 ELECTRODE,KG,CLS-5930,Mumbai Refinery,351,437.03,Vendor-278,CLU-0011,Welding Electrode E7018 3.15mm,NMC-100011
234,IOCL,IOC-723398,CENTRIFUGAL PUMP MECHANICAL SEAL 50MM - 50MM MECH SEAL SIC/SIC,50MM MECH SEAL SIC/SIC,EACH,CLS-9565,Panipat Refinery,322,4442.81,Vendor-773,CLU-0007,Centrifugal Pump Mechanical Seal 50mm,NMC-100007
235,ONGC,ONG-398151,FIRE EXTI CO2 TYPE CO2 FIRE EXT 4.5KG,CO2 FIRE EXT 4.5KG,EACH,CLS-1841,Ankleshwar Asset,250,3821.41,Vendor-288,CLU-0017,Fire Extinguisher CO2 Type 4.5kg,NMC-100017
236,IOCL,IOC-443254,1IN 2WB HYD HOSE SAE100R2 FLEXIBLE HYDRAULIC HOSE 1 INCH 2 WIRE BRAID,1IN 2WB HYD HOSE SAE100R2,MET,CLS-7211,Panipat Refinery,237,661.48,Vendor-879,CLU-0014,Flexible Hydraulic Hose 1 Inch 2 Wire Braid,NMC-100014
237,CPCL,CPCL-802258,50MM SEAL SIC-SIC-VITON CENTRIFUGAL PUMP MECHANICAL SEAL 50MM,50MM SEAL SIC-SIC-VITON,NOS,CLS-5915,Cauvery Basin Refinery,127,6554.57,Vendor-234,CLU-0007,Centrifugal Pump Mechanical Seal 50mm,NMC-100007
238,CPCL,CPCL-498855,COUPLING FLEXIBLE PIN BUSH TYPE 100MM - COUPLING FLEX PIN BUSH TYPE 100MM DIA,COUPLING FLEX PIN BUSH TYPE 100MM DIA,EACH,CLS-8025,Cauvery Basin Refinery,470,5656.33,Vendor-980,CLU-0018,Coupling Flexible Pin Bush Type 100mm,NMC-100018
239,CIL,CIL-320861,A SECTION 63IN V BELT V-BELT A SECTION 63 INCH,A SECTION 63IN V BELT,EACH,CLS-5325,MCL Sambalpur,180,221.26,Vendor-749,CLU-0008,V-Belt A Section 63 Inch,NMC-100008
240,IOCL,IOC-732209,ELECTROSTATIC PRECIPITATOR COLLECTING ELECTRODE PLATE (ESP PLATE COLLECTING ELECTRODE MS),ESP PLATE COLLECTING ELECTRODE MS,EACH,CLS-4555,Panipat Refinery,452,2900.31,Vendor-923,CLU-0051,Electrostatic Precipitator Collecting Electrode Plate,NMC-100051
241,CIL,CIL-946721,HEX HEAD BOLT SS304 M16X60 - HEX BOLT M16-60 SS304,HEX BOLT M16-60 SS304,NO,CLS-8062,NCL Singrauli,102,29.43,Vendor-774,CLU-0005,Hex Head Bolt SS304 M16x60,NMC-100005
242,CIL,CIL-681242,STUDDED BOLT WITH 2 NUTS B7 M24X180 (STUDDED BOLT ASTM A193 B7 M24-180),STUDDED BOLT ASTM A193 B7 M24-180,ST,CLS-4084,MCL Sambalpur,463,220.51,Vendor-929,CLU-0032,Studded Bolt with 2 Nuts B7 M24x180,NMC-100032
243,HPCL,HPC-197992,THRUST BALL BEARING 51210 - TBB 51210,TBB 51210,EACH,CLS-6060,Mumbai Refinery,265,1659.84,Vendor-471,CLU-0033,Thrust Ball Bearing 51210,NMC-100033
244,ONGC,ONG-667451,WATER COOLED CU TUYERE BF BLAST FURNACE TUYERE COPPER WATER COOLED,WATER COOLED CU TUYERE BF,EA,CLS-1519,Mumbai High Offshore,483,167306.21,Vendor-583,CLU-0048,Blast Furnace Tuyere Copper Water Cooled,NMC-100048
245,HPCL,HPC-410636,FIRE EXTI CO2 TYPE 4.5KG CO2 TYPE EXTINGUISHER ISI,4.5KG CO2 TYPE EXTINGUISHER ISI,NOS,CLS-9751,Visakh Refinery,189,3038.32,Vendor-114,CLU-0017,Fire Extinguisher CO2 Type 4.5kg,NMC-100017
246,BPCL,BPC-153642,STEEL WIRE MESH SCRE WOVEN WIRE SCREEN 10MM OPENING,WOVEN WIRE SCREEN 10MM OPENING,MET,CLS-7329,Mumbai Refinery,190,2472.41,Vendor-175,CLU-0043,Steel Wire Mesh Screen 10mm Aperture,NMC-100043
247,NTPC,NTPC-568849,LEVEL TRANSMITTER RADAR TYPE 4-20MA (LEVEL TRANSMITTER RADAR TYPE 4 TO 20 MA),LEVEL TRANSMITTER RADAR TYPE 4 TO 20 MA,PCS,CLS-8126,Vindhyachal STPS,377,109602.97,Vendor-461,CLU-0038,Level Transmitter Radar Type 4-20mA,NMC-100038
248,BPCL,BPC-145649,CENTRIFUGAL PUMP IMPELLER CF8M 250MM DIA (250MM CF8M IMPELLER),250MM CF8M IMPELLER,NO,CLS-6850,Kochi Refinery,196,12312.05,Vendor-116,CLU-0036,Centrifugal Pump Impeller CF8M 250mm Dia,NMC-100036
249,NTPC,NTPC-414353,CRUSHER JAW PLATE MANGANESE STEEL (CRUSHER JAW LINER MN-STEEL CAST),CRUSHER JAW LINER MN-STEEL CAST,EACH,CLS-2795,Ramagundam STPS,422,15499.11,Vendor-439,CLU-0044,Crusher Jaw Plate Manganese Steel,NMC-100044
250,CIL,CIL-299312,BUTTERFLY VALVE CAST IRON 8 INCH WAFER TYPE (8IN WAFER CI BUTTERFLY),8IN WAFER CI BUTTERFLY,EACH,CLS-9518,NCL Singrauli,27,15922.99,Vendor-101,CLU-0010,Butterfly Valve Cast Iron 8 Inch Wafer Type,NMC-100010
251,SAIL,SAIL-903373,THRUST BALL BEARING 51210 - BEARING 51210 THRUST TYPE,BEARING 51210 THRUST TYPE,PCS,CLS-3538,Rourkela Steel Plant,103,1375.74,Vendor-240,CLU-0033,Thrust Ball Bearing 51210,NMC-100033
252,ONGC,ONG-963874,INDU GRADE NUT BOLT NUT-BOLT SET M20 X 80 MM SS 316,NUT-BOLT SET M20 X 80 MM SS 316,ST,CLS-7689,Ankleshwar Asset,470,234.24,Vendor-764,CLU-0025,Industrial Grade Nut Bolt Set M20x80 SS316,NMC-100025
253,NTPC,NTPC-809489,CONT MINER CUTT BIT COAL CUTTING PICK CARBIDE TIP TYPE,COAL CUTTING PICK CARBIDE TIP TYPE,EACH,CLS-6654,Korba STPS,199,932.24,Vendor-504,CLU-0045,Continuous Miner Cutting Bit Carbide Tip,NMC-100045
254,HPCL,HPC-402218,DIESEL GENERATOR AIR FILTER ELEMENT (GENSET AIR FILTER CARTRIDGE),GENSET AIR FILTER CARTRIDGE,NO,CLS-8451,Mumbai Refinery,421,1816.8,Vendor-137,CLU-0020,Diesel Generator Air Filter Element,NMC-100020
255,ONGC,ONG-125755,OXYGEN GAS CYLINDER 47 LITRE INDUSTRIAL GRADE,-,PCS,CLS-2901,Ankleshwar Asset,7,3893.1,Vendor-187,CLU-0077,Oxygen Gas Cylinder 47 Litre Industrial Grade,NMC-100077
256,IOCL,IOC-767678,TRANSFORMER BUSHING OIL FILLED 33KV (OIL-FILLED BUSHING 33 KV TRANSFORMER),OIL-FILLED BUSHING 33 KV TRANSFORMER,EA,CLS-8109,Panipat Refinery,364,58852.19,Vendor-611,CLU-0054,Transformer Bushing Oil Filled 33kV,NMC-100054
257,CPCL,CPCL-538446,GREASE LITHIUM COMPLEX EP2 180KG DRUM (180KG DRUM EP2 LI-COMPLEX GREASE),180KG DRUM EP2 LI-COMPLEX GREASE,KILOGRAM,CLS-6364,Manali Refinery,497,323.06,Vendor-263,CLU-0042,Grease Lithium Complex EP2 180kg Drum,NMC-100042
258,ONGC,ONG-462147,180KG DRUM EP2 LI-COMPLEX GREASE GREASE LITHIUM COMPLEX EP2 180KG DRUM,180KG DRUM EP2 LI-COMPLEX GREASE,KILOGRAM,CLS-2739,Ankleshwar Asset,71,302.13,Vendor-627,CLU-0042,Grease Lithium Complex EP2 180kg Drum,NMC-100042
259,ONGC,ONG-495019,THRUST BALL BEARING 51210 - TBB 51210,TBB 51210,EACH,CLS-3712,Mumbai High Offshore,88,1279.78,Vendor-809,CLU-0033,Thrust Ball Bearing 51210,NMC-100033
260,CIL,CIL-659572,ELECTROSTATIC PRECIPITATOR COLLECTING ELECTRODE PLATE (ESP PLATE COLLECTING ELECTRODE MS),ESP PLATE COLLECTING ELECTRODE MS,NO,CLS-9401,MCL Sambalpur,188,4196.32,Vendor-468,CLU-0051,Electrostatic Precipitator Collecting Electrode Plate,NMC-100051
261,IOCL,IOC-788637,REDUCER CONCENTRIC CARBON STEEL 6X4 INCH - 6X4IN CS CONC REDUCER,6X4IN CS CONC REDUCER,NOS,CLS-7022,Gujarat Refinery,119,2240.37,Vendor-458,CLU-0029,Reducer Concentric Carbon Steel 6x4 Inch,NMC-100029
262,BPCL,BPC-468845,INDUSTRIAL SAFETY HELMET HDPE (HDPE SAFETY HELMET WITH CHIN STRAP),HDPE SAFETY HELMET WITH CHIN STRAP,EA,CLS-7865,Kochi Refinery,390,267.0,Vendor-955,CLU-0013,Industrial Safety Helmet HDPE,NMC-100013
263,NTPC,NTPC-366817,BLAST FURN TUYE COPP BLAST FURNACE TUYERE CU-COOLED TYPE,BLAST FURNACE TUYERE CU-COOLED TYPE,NO,CLS-1742,Vindhyachal STPS,386,86148.16,Vendor-174,CLU-0048,Blast Furnace Tuyere Copper Water Cooled,NMC-100048
264,NTPC,NTPC-839485,8IN RUBBER EXP JOINT FLGD RUBBER EXPANSION JOINT 8 INCH FLANGED,8IN RUBBER EXP JOINT FLGD,NO,CLS-3492,Ramagundam STPS,202,17849.38,Vendor-911,CLU-0022,Rubber Expansion Joint 8 Inch Flanged,NMC-100022
265,SAIL,SAIL-347231,ROLLER CHAIN 16B-1 SIMPLEX (16B-1 ROLLER CHAIN SIMPLEX),16B-1 ROLLER CHAIN SIMPLEX,MTRS,CLS-6221,Rourkela Steel Plant,46,524.95,Vendor-128,CLU-0034,Roller Chain 16B-1 Simplex,NMC-100034
266,CPCL,CPCL-668507,PRES SAFE VALVE 2X3 DN50XDN80 PSV SET 10BAR,DN50XDN80 PSV SET 10BAR,EACH,CLS-3852,Cauvery Basin Refinery,461,29098.4,Vendor-261,CLU-0040,Pressure Safety Valve 2x3 Inch Set 10 Bar,NMC-100040
267,HPCL,HPC-828716,DEMULSIFIER CHEMICAL FOR CRUDE OIL TREATMENT,-,LITRE,CLS-7161,Mumbai Refinery,37,1047.38,Vendor-433,CLU-0068,Demulsifier Chemical for Crude Oil Treatment,NMC-100068
268,SAIL,SAIL-943170,WIRE ROPE SLING 12MM 6X37 CONSTRUCTION - 12 MM WIRE ROPE 6X37 SLING TYPE,12 MM WIRE ROPE 6X37 SLING TYPE,M,CLS-5082,Bokaro Steel Plant,270,216.14,Vendor-670,CLU-0012,Wire Rope Sling 12mm 6x37 Construction,NMC-100012
269,NTPC,NTPC-265409,V BELT A-63 SECTION V-BELT A SECTION 63 INCH,V BELT A-63 SECTION,PCS,CLS-9666,Ramagundam STPS,431,340.13,Vendor-409,CLU-0008,V-Belt A Section 63 Inch,NMC-100008
270,BPCL,BPC-225812,DN100 90DEG SCH40 CS LR ELBOW ELBOW 90 DEGREE CARBON STEEL 4 INCH SCH40,DN100 90DEG SCH40 CS LR ELBOW,PCS,CLS-3116,Mumbai Refinery,259,1471.12,Vendor-279,CLU-0030,Elbow 90 Degree Carbon Steel 4 Inch Sch40,NMC-100030
271,ONGC,ONG-440131,NITR RUBB O-RI 50X3 NBR O-RING ID50 CS3,NBR O-RING ID50 CS3,EA,CLS-3385,Mumbai High Offshore,155,27.92,Vendor-541,CLU-0023,Nitrile Rubber O-Ring 50x3mm,NMC-100023
272,HPCL,HPC-503380,DEWATERING PUMP SUBMERSIBLE 5HP SUBMERSIBLE DEWATERING PUMP 5HP,DEWATERING PUMP SUBMERSIBLE 5HP,NOS,CLS-6881,Mumbai Refinery,59,33302.2,Vendor-685,CLU-0024,Submersible Dewatering Pump 5HP,NMC-100024
273,ONGC,ONG-717889,"SPIRAL WOUND GASKET SS316 4 INCH CLASS 150 - 4"" #150 SS-316","4"" #150 SS-316",NO,CLS-3615,Ankleshwar Asset,419,801.98,Vendor-877,CLU-0001,Spiral Wound Gasket SS316 4 Inch Class 150,NMC-100001
274,BPCL,BPC-228473,GREASE LITHIUM COMPLEX EP2 180KG DRUM - 180KG DRUM EP2 LI-COMPLEX GREASE,180KG DRUM EP2 LI-COMPLEX GREASE,KGS,CLS-1829,Kochi Refinery,235,199.58,Vendor-199,CLU-0042,Grease Lithium Complex EP2 180kg Drum,NMC-100042
275,IOCL,IOC-814281,LADLE REFRACTORY LINING BRICK MGO-C (LADLE LINING BRICK MAGNESIA CARBON),LADLE LINING BRICK MAGNESIA CARBON,EA,CLS-7666,Panipat Refinery,7,878.71,Vendor-261,CLU-0046,Ladle Refractory Lining Brick MgO-C,NMC-100046
276,SAIL,SAIL-925618,BLAST FURNACE TUYERE COPPER WATER COOLED - TUYERE COPPER WATER COOLED BLAST FURNACE,TUYERE COPPER WATER COOLED BLAST FURNACE,EACH,CLS-6927,Bhilai Steel Plant,274,113609.76,Vendor-820,CLU-0048,Blast Furnace Tuyere Copper Water Cooled,NMC-100048
277,CPCL,CPCL-579123,NITR RUBB O-RI 50X3 O-RING NITRILE 50 X 3 MM,O-RING NITRILE 50 X 3 MM,EACH,CLS-3529,Manali Refinery,374,17.21,Vendor-991,CLU-0023,Nitrile Rubber O-Ring 50x3mm,NMC-100023
278,SAIL,SAIL-982554,SEAM PIPE CARB STEEL 6 INCH SCHEDULE 40 CS SEAMLESS,6 INCH SCHEDULE 40 CS SEAMLESS,MTRS,CLS-7126,Bokaro Steel Plant,264,4435.88,Vendor-256,CLU-0004,Seamless Pipe Carbon Steel Sch 40 6 Inch,NMC-100004
279,IOCL,IOC-618934,STEEL WIRE MESH SCRE 10MM APERTURE WIRE MESH SCREEN,10MM APERTURE WIRE MESH SCREEN,MTRS,CLS-8710,Haldia Refinery,456,3138.55,Vendor-788,CLU-0043,Steel Wire Mesh Screen 10mm Aperture,NMC-100043
